sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"ZBTB43","Approved symbol","ZBTB43","zinc finger and BTB domain containing 43","HGNC:17908","9q33.3"
"ZBTB44","Approved symbol","ZBTB44","zinc finger and BTB domain containing 44","HGNC:25001","11q24.3"
"ZBTB45","Approved symbol","ZBTB45","zinc finger and BTB domain containing 45","HGNC:23715","19q13.43"
"ZBTB46","Approved symbol","ZBTB46","zinc finger and BTB domain containing 46","HGNC:16094","20q13.33"
"ZBTB47","Approved symbol","ZBTB47","zinc finger and BTB domain containing 47","HGNC:26955","3p22.1"
"ZBTB48","Approved symbol","ZBTB48","zinc finger and BTB domain containing 48","HGNC:4930","1p36.31"
"ZBTB49","Approved symbol","ZBTB49","zinc finger and BTB domain containing 49","HGNC:19883","4p16.3"
"ZBTB5","Approved symbol","ZBTB5","zinc finger and BTB domain containing 5","HGNC:23836","9p13.2"
"ZBTB6","Approved symbol","ZBTB6","zinc finger and BTB domain containing 6","HGNC:16764","9q33.2"
"ZBTB7A","Approved symbol","ZBTB7A","zinc finger and BTB domain containing 7A","HGNC:18078","19p13.3"
"ZBTB7B","Approved symbol","ZBTB7B","zinc finger and BTB domain containing 7B","HGNC:18668","1q21.3"
"ZBTB8A","Approved symbol","ZBTB8A","zinc finger and BTB domain containing 8A","HGNC:24172","1p35.1"
"ZBTB8OS","Approved symbol","ZBTB8OS","zinc finger and BTB domain containing 8 opposite strand","HGNC:24094","1p35.1"
"ZBTB9","Approved symbol","ZBTB9","zinc finger and BTB domain containing 9","HGNC:28323","6p21.32"
"ZC2HC1A","Approved symbol","ZC2HC1A","zinc finger C2HC-type containing 1A","HGNC:24277","8q21.13"
"ZC2HC1C","Approved symbol","ZC2HC1C","zinc finger C2HC-type containing 1C","HGNC:20354","14q24.3"
"ZC3H10","Approved symbol","ZC3H10","zinc finger CCCH-type containing 10","HGNC:25893","12q13.2"
"ZC3H11A","Approved symbol","ZC3H11A","zinc finger CCCH-type containing 11A","HGNC:29093","1q32.1"
"ZC3H12A","Approved symbol","ZC3H12A","zinc finger CCCH-type containing 12A","HGNC:26259","1p34.3"
"ZC3H12B","Approved symbol","ZC3H12B","zinc finger CCCH-type containing 12B","HGNC:17407","Xq11.2-q12"
"ZC3H12C","Approved symbol","ZC3H12C","zinc finger CCCH-type containing 12C","HGNC:29362","11q22.3"
"ZC3H13","Approved symbol","ZC3H13","zinc finger CCCH-type containing 13","HGNC:20368","13q14.13"
"ZC3H14","Approved symbol","ZC3H14","zinc finger CCCH-type containing 14","HGNC:20509","14q31.3"
"ZC3H15","Approved symbol","ZC3H15","zinc finger CCCH-type containing 15","HGNC:29528","2q32.1"
"ZC3H18","Approved symbol","ZC3H18","zinc finger CCCH-type containing 18","HGNC:25091","16q24.2"
"ZC3H3","Approved symbol","ZC3H3","zinc finger CCCH-type containing 3","HGNC:28972","8q24.3"
"ZC3H4","Approved symbol","ZC3H4","zinc finger CCCH-type containing 4","HGNC:17808","19q13.32"
"ZC3H6","Approved symbol","ZC3H6","zinc finger CCCH-type containing 6","HGNC:24762","2q14.1"
"ZC3H7A","Approved symbol","ZC3H7A","zinc finger CCCH-type containing 7A","HGNC:30959","16p13.13"
"ZC3H7B","Approved symbol","ZC3H7B","zinc finger CCCH-type containing 7B","HGNC:30869","22q13.2"
"ZC3H8","Approved symbol","ZC3H8","zinc finger CCCH-type containing 8","HGNC:30941","2q14.1"
"ZC3HAV1","Approved symbol","ZC3HAV1","zinc finger CCCH-type containing, antiviral 1","HGNC:23721","7q34"
"ZC3HAV1L","Approved symbol","ZC3HAV1L","zinc finger CCCH-type containing, antiviral 1 like","HGNC:22423","7q34"
"ZC3HC1","Approved symbol","ZC3HC1","zinc finger C3HC-type containing 1","HGNC:29913","7q32.2"
"ZC4H2","Approved symbol","ZC4H2","zinc finger C4H2-type containing","HGNC:24931","Xq11.2"
"ZCCHC10","Approved symbol","ZCCHC10","zinc finger CCHC-type containing 10","HGNC:25954","5q31.1"
"ZCCHC11","Previous symbol","TUT4","terminal uridylyl transferase 4","HGNC:28981","1p32.3"
"ZCCHC14","Approved symbol","ZCCHC14","zinc finger CCHC-type containing 14","HGNC:24134","16q24.2"
"ZCCHC17","Approved symbol","ZCCHC17","zinc finger CCHC-type containing 17","HGNC:30246","1p35.2"
"ZCCHC2","Approved symbol","ZCCHC2","zinc finger CCHC-type containing 2","HGNC:22916","18q21.33"
"ZCCHC24","Approved symbol","ZCCHC24","zinc finger CCHC-type containing 24","HGNC:26911","10q22.3"
"ZCCHC3","Approved symbol","ZCCHC3","zinc finger CCHC-type containing 3","HGNC:16230","20p13"
"ZCCHC4","Approved symbol","ZCCHC4","zinc finger CCHC-type containing 4","HGNC:22917","4p15.2"
"ZCCHC6","Previous symbol","TUT7","terminal uridylyl transferase 7","HGNC:25817","9q21.33"
"ZCCHC7","Approved symbol","ZCCHC7","zinc finger CCHC-type containing 7","HGNC:26209","9p13.2"
"ZCCHC8","Approved symbol","ZCCHC8","zinc finger CCHC-type containing 8","HGNC:25265","12q24.31"
"ZCCHC9","Approved symbol","ZCCHC9","zinc finger CCHC-type containing 9","HGNC:25424","5q14.1"
"ZCRB1","Approved symbol","ZCRB1","zinc finger CCHC-type and RNA binding motif containing 1","HGNC:29620","12q12"
"ZCWPW1","Approved symbol","ZCWPW1","zinc finger CW-type and PWWP domain containing 1","HGNC:23486","7q22.1"
"ZCWPW2","Approved symbol","ZCWPW2","zinc finger CW-type and PWWP domain containing 2","HGNC:23574","3p24.1"
"ZDBF2","Approved symbol","ZDBF2","zinc finger DBF-type containing 2","HGNC:29313","2q33.3"
"ZDHHC1","Approved symbol","ZDHHC1","zinc finger DHHC-type containing 1","HGNC:17916","16q22.1"
"ZDHHC11","Approved symbol","ZDHHC11","zinc finger DHHC-type containing 11","HGNC:19158","5p15.33"
"ZDHHC11B","Approved symbol","ZDHHC11B","zinc finger DHHC-type containing 11B","HGNC:32962","5p15.33"
"ZDHHC12","Approved symbol","ZDHHC12","zinc finger DHHC-type palmitoyltransferase 12","HGNC:19159","9q34.11"
"ZDHHC13","Approved symbol","ZDHHC13","zinc finger DHHC-type palmitoyltransferase 13","HGNC:18413","11p15.1"
"ZDHHC14","Approved symbol","ZDHHC14","zinc finger DHHC-type palmitoyltransferase 14","HGNC:20341","6q25.3"
"ZDHHC15","Approved symbol","ZDHHC15","zinc finger DHHC-type palmitoyltransferase 15","HGNC:20342","Xq13.3"
"ZDHHC16","Approved symbol","ZDHHC16","zinc finger DHHC-type palmitoyltransferase 16","HGNC:20714","10q24.1"
"ZDHHC17","Approved symbol","ZDHHC17","zinc finger DHHC-type palmitoyltransferase 17","HGNC:18412","12q21.2"
"ZDHHC18","Approved symbol","ZDHHC18","zinc finger DHHC-type palmitoyltransferase 18","HGNC:20712","1p36.11"
"ZDHHC2","Approved symbol","ZDHHC2","zinc finger DHHC-type palmitoyltransferase 2","HGNC:18469","8p22"
"ZDHHC20","Approved symbol","ZDHHC20","zinc finger DHHC-type palmitoyltransferase 20","HGNC:20749","13q12.11"
"ZDHHC21","Approved symbol","ZDHHC21","zinc finger DHHC-type palmitoyltransferase 21","HGNC:20750","9p22.3"
"ZDHHC23","Approved symbol","ZDHHC23","zinc finger DHHC-type palmitoyltransferase 23","HGNC:28654","3q13.31"
"ZDHHC24","Approved symbol","ZDHHC24","zinc finger DHHC-type containing 24","HGNC:27387","11q13.2"
"ZDHHC3","Approved symbol","ZDHHC3","zinc finger DHHC-type palmitoyltransferase 3","HGNC:18470","3p21.31"
"ZDHHC4","Approved symbol","ZDHHC4","zinc finger DHHC-type palmitoyltransferase 4","HGNC:18471","7p22.1"
"ZDHHC5","Approved symbol","ZDHHC5","zinc finger DHHC-type palmitoyltransferase 5","HGNC:18472","11q12.1"
"ZDHHC6","Approved symbol","ZDHHC6","zinc finger DHHC-type palmitoyltransferase 6","HGNC:19160","10q25.2"
"ZDHHC7","Approved symbol","ZDHHC7","zinc finger DHHC-type palmitoyltransferase 7","HGNC:18459","16q24.1"
"ZDHHC8","Approved symbol","ZDHHC8","zinc finger DHHC-type palmitoyltransferase 8","HGNC:18474","22q11.21"
"ZDHHC9","Approved symbol","ZDHHC9","zinc finger DHHC-type palmitoyltransferase 9","HGNC:18475","Xq26.1"
"ZEB1","Approved symbol","ZEB1","zinc finger E-box binding homeobox 1","HGNC:11642","10p11.22"
"ZEB2","Approved symbol","ZEB2","zinc finger E-box binding homeobox 2","HGNC:14881","2q22.3"
"ZER1","Approved symbol","ZER1","zyg-11 related cell cycle regulator","HGNC:30960","9q34.11"
"ZFAND1","Approved symbol","ZFAND1","zinc finger AN1-type containing 1","HGNC:25858","8q21.13"
"ZFAND2A","Approved symbol","ZFAND2A","zinc finger AN1-type containing 2A","HGNC:28073","7p22.3"
"ZFAND2B","Approved symbol","ZFAND2B","zinc finger AN1-type containing 2B","HGNC:25206","2q35"
"ZFAND3","Approved symbol","ZFAND3","zinc finger AN1-type containing 3","HGNC:18019","6p21.2"
"ZFAND4","Approved symbol","ZFAND4","zinc finger AN1-type containing 4","HGNC:23504","10q11.22"
"ZFAND5","Approved symbol","ZFAND5","zinc finger AN1-type containing 5","HGNC:13008","9q21.13"
"ZFAND6","Approved symbol","ZFAND6","zinc finger AN1-type containing 6","HGNC:30164","15q25.1"
"ZFAT","Approved symbol","ZFAT","zinc finger and AT-hook domain containing","HGNC:19899","8q24.22"
"ZFC3H1","Approved symbol","ZFC3H1","zinc finger C3H1-type containing","HGNC:28328","12q21.1"
"ZFHX2","Approved symbol","ZFHX2","zinc finger homeobox 2","HGNC:20152","14q11.2"
"ZFHX3","Approved symbol","ZFHX3","zinc finger homeobox 3","HGNC:777","16q22.2-q22.3"
"ZFHX4","Approved symbol","ZFHX4","zinc finger homeobox 4","HGNC:30939","8q21.13"
"ZFP1","Approved symbol","ZFP1","ZFP1 zinc finger protein","HGNC:23328","16q23.1"
"ZFP14","Approved symbol","ZFP14","ZFP14 zinc finger protein","HGNC:29312","19q13.13"
"ZFP28","Approved symbol","ZFP28","ZFP28 zinc finger protein","HGNC:17801","19q13.43"
"ZFP30","Approved symbol","ZFP30","ZFP30 zinc finger protein","HGNC:29555","19q13.12"
"ZFP36","Approved symbol","ZFP36","ZFP36 ring finger protein","HGNC:12862","19q13.2"
"ZFP36L1","Approved symbol","ZFP36L1","ZFP36 ring finger protein like 1","HGNC:1107","14q24.1"
"ZFP36L2","Approved symbol","ZFP36L2","ZFP36 ring finger protein like 2","HGNC:1108","2p21"
"ZFP37","Approved symbol","ZFP37","ZFP37 zinc finger protein","HGNC:12863","9q32"
"ZFP41","Approved symbol","ZFP41","ZFP41 zinc finger protein","HGNC:26786","8q24.3"
"ZFP62","Approved symbol","ZFP62","ZFP62 zinc finger protein","HGNC:23241","5q35.3"
"ZFP64","Approved symbol","ZFP64","ZFP64 zinc finger protein","HGNC:15940","20q13.2"
"ZFP69","Approved symbol","ZFP69","ZFP69 zinc finger protein","HGNC:24708","1p34.2"
"ZFP69B","Approved symbol","ZFP69B","ZFP69 zinc finger protein B","HGNC:28053","1p34.2"
"ZFP82","Approved symbol","ZFP82","ZFP82 zinc finger protein","HGNC:28682","19q13.13"
"ZFP90","Approved symbol","ZFP90","ZFP90 zinc finger protein","HGNC:23329","16q22.1"
"ZFP91","Approved symbol","ZFP91","ZFP91 zinc finger protein","HGNC:14983","11q12.1"
"ZFPL1","Approved symbol","ZFPL1","zinc finger protein like 1","HGNC:12868","11q13.1"
"ZFPM1","Approved symbol","ZFPM1","zinc finger protein, FOG family member 1","HGNC:19762","16q24.2"
"ZFPM2","Approved symbol","ZFPM2","zinc finger protein, FOG family member 2","HGNC:16700","8q23"
"ZFR","Approved symbol","ZFR","zinc finger RNA binding protein","HGNC:17277","5p13.3"
"ZFX","Approved symbol","ZFX","zinc finger protein X-linked","HGNC:12869","Xp22.11"
"ZFYVE1","Approved symbol","ZFYVE1","zinc finger FYVE-type containing 1","HGNC:13180","14q24.2"
"ZFYVE16","Approved symbol","ZFYVE16","zinc finger FYVE-type containing 16","HGNC:20756","5q14.1"
"ZFYVE19","Approved symbol","ZFYVE19","zinc finger FYVE-type containing 19","HGNC:20758","15q15.1"
"ZFYVE20","Previous symbol","RBSN","rabenosyn, RAB effector","HGNC:20759","3p25.1"
"ZFYVE21","Approved symbol","ZFYVE21","zinc finger FYVE-type containing 21","HGNC:20760","14q32.33"
"ZFYVE26","Approved symbol","ZFYVE26","zinc finger FYVE-type containing 26","HGNC:20761","14q24.1"
"ZFYVE27","Approved symbol","ZFYVE27","zinc finger FYVE-type containing 27","HGNC:26559","10q24.2"
"ZFYVE28","Approved symbol","ZFYVE28","zinc finger FYVE-type containing 28","HGNC:29334","4p16.3"
"ZFYVE9","Approved symbol","ZFYVE9","zinc finger FYVE-type containing 9","HGNC:6775","1p32.3"
"ZGLP1","Approved symbol","ZGLP1","zinc finger GATA like protein 1","HGNC:37245","19p13.2"
"ZGPAT","Approved symbol","ZGPAT","zinc finger CCCH-type and G-patch domain containing","HGNC:15948","20q13.33"
"ZHX1","Approved symbol","ZHX1","zinc fingers and homeoboxes 1","HGNC:12871","8q24.13"
"ZHX2","Approved symbol","ZHX2","zinc fingers and homeoboxes 2","HGNC:18513","8q24.13"
"ZHX3","Approved symbol","ZHX3","zinc fingers and homeoboxes 3","HGNC:15935","20q12"
"ZIC1","Approved symbol","ZIC1","Zic family member 1","HGNC:12872","3q24"
"ZIC2","Approved symbol","ZIC2","Zic family member 2","HGNC:12873","13q32.3"
"ZIC5","Approved symbol","ZIC5","Zic family member 5","HGNC:20322","13q32.3"
"ZIK1","Approved symbol","ZIK1","zinc finger protein interacting with K protein 1","HGNC:33104","19q13.43"
"ZKSCAN1","Approved symbol","ZKSCAN1","zinc finger with KRAB and SCAN domains 1","HGNC:13101","7q22.1"
"ZKSCAN2","Approved symbol","ZKSCAN2","zinc finger with KRAB and SCAN domains 2","HGNC:25677","16p12.1"
"ZKSCAN3","Approved symbol","ZKSCAN3","zinc finger with KRAB and SCAN domains 3","HGNC:13853","6p22.1"
"ZKSCAN4","Approved symbol","ZKSCAN4","zinc finger with KRAB and SCAN domains 4","HGNC:13854","6p22.1"
"ZKSCAN5","Approved symbol","ZKSCAN5","zinc finger with KRAB and SCAN domains 5","HGNC:12867","7q22.1"
"ZKSCAN8","Approved symbol","ZKSCAN8","zinc finger with KRAB and SCAN domains 8","HGNC:12983","6p21"
"ZMAT1","Approved symbol","ZMAT1","zinc finger matrin-type 1","HGNC:29377","Xq22.1"
"ZMAT2","Approved symbol","ZMAT2","zinc finger matrin-type 2","HGNC:26433","5q31.3"
"ZMAT3","Approved symbol","ZMAT3","zinc finger matrin-type 3","HGNC:29983","3q26.32"
"ZMAT4","Approved symbol","ZMAT4","zinc finger matrin-type 4","HGNC:25844","8p11.21"
"ZMAT5","Approved symbol","ZMAT5","zinc finger matrin-type 5","HGNC:28046","22q12.2"
"ZMIZ1","Approved symbol","ZMIZ1","zinc finger MIZ-type containing 1","HGNC:16493","10q22.3"
"ZMIZ2","Approved symbol","ZMIZ2","zinc finger MIZ-type containing 2","HGNC:22229","7p13"
"ZMPSTE24","Approved symbol","ZMPSTE24","zinc metallopeptidase STE24","HGNC:12877","1p34.2"
"ZMYM1","Approved symbol","ZMYM1","zinc finger MYM-type containing 1","HGNC:26253","1p34.3"
"ZMYM2","Approved symbol","ZMYM2","zinc finger MYM-type containing 2","HGNC:12989","13q12.11"
"ZMYM3","Approved symbol","ZMYM3","zinc finger MYM-type containing 3","HGNC:13054","Xq13.1"
"ZMYM4","Approved symbol","ZMYM4","zinc finger MYM-type containing 4","HGNC:13055","1p34.3"
"ZMYM5","Approved symbol","ZMYM5","zinc finger MYM-type containing 5","HGNC:13029","13q12.11"
"ZMYM6","Approved symbol","ZMYM6","zinc finger MYM-type containing 6","HGNC:13050","1p34.3"
"ZMYND11","Approved symbol","ZMYND11","zinc finger MYND-type containing 11","HGNC:16966","10p15.3"
"ZMYND19","Approved symbol","ZMYND19","zinc finger MYND-type containing 19","HGNC:21146","9q34.3"
"ZMYND8","Approved symbol","ZMYND8","zinc finger MYND-type containing 8","HGNC:9397","20q13.12"
"ZNF10","Approved symbol","ZNF10","zinc finger protein 10","HGNC:12879","12q24.33"
"ZNF100","Approved symbol","ZNF100","zinc finger protein 100","HGNC:12880","19p13.1"
"ZNF101","Approved symbol","ZNF101","zinc finger protein 101","HGNC:12881","19p13.11"
"ZNF106","Approved symbol","ZNF106","zinc finger protein 106","HGNC:12886","15q15.1"
"ZNF107","Approved symbol","ZNF107","zinc finger protein 107","HGNC:12887","7q11.21"
"ZNF112","Approved symbol","ZNF112","zinc finger protein 112","HGNC:12892","19q13.31"
"ZNF114","Approved symbol","ZNF114","zinc finger protein 114","HGNC:12894","19q13.33"
"ZNF117","Approved symbol","ZNF117","zinc finger protein 117","HGNC:12897","7q11.21"
"ZNF12","Approved symbol","ZNF12","zinc finger protein 12","HGNC:12902","7p22.1"
"ZNF121","Approved symbol","ZNF121","zinc finger protein 121","HGNC:12904","19p13.2"
"ZNF124","Approved symbol","ZNF124","zinc finger protein 124","HGNC:12907","1q44"
"ZNF131","Approved symbol","ZNF131","zinc finger protein 131","HGNC:12915","5p12"
"ZNF133","Approved symbol","ZNF133","zinc finger protein 133","HGNC:12917","20p11.23"
"ZNF134","Approved symbol","ZNF134","zinc finger protein 134","HGNC:12918","19q13.4"
"ZNF135","Approved symbol","ZNF135","zinc finger protein 135","HGNC:12919","19q13.4"
"ZNF136","Approved symbol","ZNF136","zinc finger protein 136","HGNC:12920","19p13.2"
"ZNF138","Approved symbol","ZNF138","zinc finger protein 138","HGNC:12922","7q11.21"
"ZNF14","Approved symbol","ZNF14","zinc finger protein 14","HGNC:12924","19p13.11"
"ZNF140","Approved symbol","ZNF140","zinc finger protein 140","HGNC:12925","12q24.33"
"ZNF141","Approved symbol","ZNF141","zinc finger protein 141","HGNC:12926","4p16.3"
"ZNF142","Approved symbol","ZNF142","zinc finger protein 142","HGNC:12927","2q35"
"ZNF143","Approved symbol","ZNF143","zinc finger protein 143","HGNC:12928","11p15.4"
"ZNF146","Approved symbol","ZNF146","zinc finger protein 146","HGNC:12931","19q13.1"
"ZNF148","Approved symbol","ZNF148","zinc finger protein 148","HGNC:12933","3q21.2"
"ZNF155","Approved symbol","ZNF155","zinc finger protein 155","HGNC:12940","19q13.31"
"ZNF16","Approved symbol","ZNF16","zinc finger protein 16","HGNC:12947","8q24.3"
"ZNF160","Approved symbol","ZNF160","zinc finger protein 160","HGNC:12948","19q13.42"
"ZNF165","Approved symbol","ZNF165","zinc finger protein 165","HGNC:12953","6p22.1"
"ZNF169","Approved symbol","ZNF169","zinc finger protein 169","HGNC:12957","9q22.32"
"ZNF17","Approved symbol","ZNF17","zinc finger protein 17","HGNC:12958","19q13.43"
"ZNF174","Approved symbol","ZNF174","zinc finger protein 174","HGNC:12963","16p13.3"
"ZNF175","Approved symbol","ZNF175","zinc finger protein 175","HGNC:12964","19q13.41"
"ZNF18","Approved symbol","ZNF18","zinc finger protein 18","HGNC:12969","17p12"
"ZNF180","Approved symbol","ZNF180","zinc finger protein 180","HGNC:12970","19q13.2"
"ZNF181","Approved symbol","ZNF181","zinc finger protein 181","HGNC:12971","19q13.11"
"ZNF182","Approved symbol","ZNF182","zinc finger protein 182","HGNC:13001","Xp11.23"
"ZNF184","Approved symbol","ZNF184","zinc finger protein 184","HGNC:12975","6p22.1"
"ZNF185","Approved symbol","ZNF185","zinc finger protein 185 with LIM domain","HGNC:12976","Xq28"
"ZNF189","Approved symbol","ZNF189","zinc finger protein 189","HGNC:12980","9q31.1"
"ZNF19","Approved symbol","ZNF19","zinc finger protein 19","HGNC:12981","16q22.2"
"ZNF195","Approved symbol","ZNF195","zinc finger protein 195","HGNC:12986","11p15.5"
"ZNF197","Approved symbol","ZNF197","zinc finger protein 197","HGNC:12988","3p21.31"
"ZNF2","Approved symbol","ZNF2","zinc finger protein 2","HGNC:12991","2q11.1"
"ZNF200","Approved symbol","ZNF200","zinc finger protein 200","HGNC:12993","16p13.3"
"ZNF202","Approved symbol","ZNF202","zinc finger protein 202","HGNC:12994","11q23.3"
"ZNF205","Approved symbol","ZNF205","zinc finger protein 205","HGNC:12996","16p13.3"
"ZNF207","Approved symbol","ZNF207","zinc finger protein 207","HGNC:12998","17q11.2"
"ZNF208","Approved symbol","ZNF208","zinc finger protein 208","HGNC:12999","19p12"
"ZNF211","Approved symbol","ZNF211","zinc finger protein 211","HGNC:13003","19q13.4"
"ZNF212","Approved symbol","ZNF212","zinc finger protein 212","HGNC:13004","7q36.1"
"ZNF213","Approved symbol","ZNF213","zinc finger protein 213","HGNC:13005","16p13.3"
"ZNF214","Approved symbol","ZNF214","zinc finger protein 214","HGNC:13006","11p15.4"
"ZNF215","Approved symbol","ZNF215","zinc finger protein 215","HGNC:13007","11p15.4"
